Name,Type,County,Official_URL,ID,Vendor,API_Endpoint,Scrape_Target
Port of Skamania County,Port,Unknown,,portofskamaniacounty,Unknown,None,None
Tenino School District,School,Unknown,,teninoschooldistrict,Unknown,None,None
Port of Klickitat,Port,Klickitat,,portofklickitat,Unknown,None,None
Okanogan School District,School,Unknown,,okanoganschooldistrict,Unknown,None,None
Sumner-Bonney Lake School District,School,Unknown,,sumner-bonneylakeschooldistrict,Unknown,None,None
Central Valley School District,School,Unknown,,centralvalleyschooldistrict,Unknown,None,None
Port of Silverdale,Port,Kitsap,,portofsilverdale,Unknown,None,None
Cusick School District,School,Unknown,,cusickschooldistrict,Unknown,None,None
Keller School District #3,School,Unknown,,kellerschooldistrict#3,Unknown,None,None
Bickleton School District,School,Unknown,,bickletonschooldistrict,Unknown,None,None
Cape Flattery School District,School,Unknown,,capeflatteryschooldistrict,Pending Probe,,
Port of Garfield,Port,Garfield,,portofgarfield,Unknown,None,None
Washougal School District,School,Unknown,,washougalschooldistrict,Unknown,None,None
Ocosta School District,School,Unknown,,ocostaschooldistrict,Pending Probe,,
White Pass School District,School,Unknown,,whitepassschooldistrict,Unknown,None,None
Granite Falls School District,School,Unknown,,granitefallsschooldistrict,Unknown,None,None
Shelton School District,School,Unknown,,sheltonschooldistrict,Unknown,None,None
Elma School District,School,Unknown,,elmaschooldistrict,Unknown,None,None
Port of Centralia,Port,Lewis,,portofcentralia,Unknown,None,None
Newport School District,School,Unknown,,newportschooldistrict,Unknown,None,None
South Whidbey School District,School,Unknown,,southwhidbeyschooldistrict,Unknown,None,None
Kalama School District,School,Unknown,,kalamaschooldistrict,Pending Probe,,
East Valley School District,School,Unknown,,eastvalleyschooldistrict,Unknown,None,None
University Place School District,School,Unknown,,universityplaceschooldistrict,Pending Probe,,
Mukilteo School District,School,Unknown,,mukilteoschooldistrict,Unknown,None,None
Port of Chinook,Port,Pacific,,portofchinook,Unknown,None,None
Chehalis School District,School,Unknown,,chehalisschooldistrict,Unknown,None,None
White Salmon Valley School District,School,Unknown,,whitesalmonvalleyschooldistrict,Unknown,None,None
Port of Brownsville,Port,Kitsap,,portofbrownsville,Unknown,None,None
Port of Grant County No. 3 (Mattawa),Port,Unknown,,portofgrantcountyno3(mattawa),Unknown,None,None
Prosser School District,School,Unknown,,prosserschooldistrict,Unknown,None,None
Wellpinit School District,School,Unknown,,wellpinitschooldistrict,Unknown,None,None
Lakewood School District,School,Unknown,,lakewoodschooldistrict,Unknown,None,None
Vashon Island School District,School,Unknown,,vashonislandschooldistrict,Unknown,None,None
Quillayute Valley School District 402,School,Unknown,,quillayutevalleyschooldistrict402,Unknown,None,None
Steilacoom Historical School District No. 1,School,Unknown,,steilacoomhistoricalschooldistrictno1,Pending Probe,,
Kettle Falls School District No. 212,School,Unknown,,kettlefallsschooldistrictno212,Unknown,None,None
Wahluke School District,School,Unknown,,wahlukeschooldistrict,Unknown,None,None
Port of Eglon,Port,Kitsap,,portofeglon,Unknown,None,None
Odessa School District,School,Unknown,,odessaschooldistrict,Unknown,None,None
Toledo School District,School,Unknown,,toledoschooldistrict,Unknown,None,None
Nespelem School District #014,School,Unknown,,nespelemschooldistrict#014,Unknown,None,None
Port of Grant County No. 10 (Moses Lake),Port,Unknown,,portofgrantcountyno10(moseslake),Unknown,None,None
Pomeroy School District,School,Unknown,,pomeroyschooldistrict,Unknown,None,None
Port of Wahkiakum County No. 1,Port,Unknown,,portofwahkiakumcountyno1,Unknown,None,None
Port of Mabana,Port,Island,,portofmabana,Unknown,None,None
Northshore School District,School,Unknown,,northshoreschooldistrict,Unknown,None,None
Chimacum School District,School,Unknown,,chimacumschooldistrict,Custom/Unknown,https://www.mapquest.com/us/washington/chimacum-wa-283595835,Manual Review Required
Port of Port Angeles,Port,Clallam,,portofportangeles,Unknown,None,None
Star School District 504,School,Unknown,,starschooldistrict504,Unknown,None,None
Medical Lake School District,School,Unknown,,medicallakeschooldistrict,Pending Probe,,
Port of Woodland,Port,Cowlitz,,portofwoodland,Unknown,None,None
The Stehekin School District,School,Unknown,,thestehekinschooldistrict,Unknown,None,None
Port of Orcas,Port,San Juan,,portoforcas,Unknown,None,None
Tonasket School District,School,Unknown,,tonasketschooldistrict,Unknown,None,None
Port of Grant County No. 6 (Wilson Creek),Port,Unknown,,portofgrantcountyno6(wilsoncreek),Unknown,None,None
Richland School District,School,Unknown,,richlandschooldistrict,Unknown,None,None
Grand Coulee Dam School District,School,Unknown,,grandcouleedamschooldistrict,Pending Probe,,
South Kitsap School District,School,Unknown,,southkitsapschooldistrict,Unknown,None,None
Marysville School District 25,School,Unknown,,marysvilleschooldistrict25,Unknown,None,None
Port of Bellingham,Port,Whatcom,,portofbellingham,Pending Probe,,
Quilcene School District,School,Unknown,,quilceneschooldistrict,Unknown,None,None
Kittitas School District,School,Unknown,,kittitasschooldistrict,Unknown,None,None
Toppenish School District,School,Unknown,,toppenishschooldistrict,Unknown,None,None
Wilson Creek School District,School,Unknown,,wilsoncreekschooldistrict,Unknown,None,None
Port of Camas-Washougal,Port,Clark,,portofcamas-washougal,Unknown,None,None
Reardan-Edwall School District,School,Unknown,,reardan-edwallschooldistrict,Unknown,None,None
Shaw Island School District #10,School,Unknown,,shawislandschooldistrict#10,Unknown,None,None
Orient School District,School,Unknown,,orientschooldistrict,Unknown,None,None
Port of Pasco,Port,Franklin,,portofpasco,Unknown,None,None
Lyle School District,School,Unknown,,lyleschooldistrict,Unknown,None,None
Central Kitsap School District,School,Unknown,,centralkitsapschooldistrict,Unknown,None,None
Port of Hoodsport,Port,Mason,,portofhoodsport,Unknown,None,None
Port of South Whidbey Island,Port,Island,,portofsouthwhidbeyisland,Unknown,None,None
Meridian School District,School,Unknown,,meridianschooldistrict,Unknown,None,None
Port of Sunnyside,Port,Yakima,,portofsunnyside,Pending Probe,,
Cosmopolis School District,School,Unknown,,cosmopolisschooldistrict,Unknown,None,None
Port of Lopez,Port,San Juan,,portoflopez,Unknown,None,None
Port of Columbia,Port,Columbia,,portofcolumbia,Unknown,None,None
Wahkiakum School District,School,Unknown,,wahkiakumschooldistrict,Unknown,None,None
Adna School District,School,Unknown,,adnaschooldistrict,Unknown,None,None
Wilbur Creston School Districts,School,Unknown,,wilburcrestonschooldistricts,Unknown,None,None
Griffin School District,School,Unknown,,griffinschooldistrict,Unknown,None,None
Dayton School District,School,Unknown,,daytonschooldistrict,Unknown,None,None
Evergreen School District (Stevens),School,Unknown,,evergreenschooldistrict(stevens),Unknown,None,None
Skamania School District,School,Unknown,,skamaniaschooldistrict,Pending Probe,,
Zillah School District,School,Unknown,,zillahschooldistrict,Unknown,None,None
Queets-Clearwater School District 20,School,Unknown,,queets-clearwaterschooldistrict20,Unknown,None,None
Tumwater School District,School,Unknown,,tumwaterschooldistrict,Unknown,None,None
Washtucna School District,School,Unknown,,washtucnaschooldistrict,Unknown,None,None
Waitsburg School District,School,Unknown,,waitsburgschooldistrict,Unknown,None,None
Port of Edmonds,Port,Snohomish,,portofedmonds,Unknown,None,None
Port of Grays Harbor,Port,Grays Harbor,,portofgraysharbor,Pending Probe,,
Port of Grant County No. 5 (Hartline),Port,Unknown,,portofgrantcountyno5(hartline),Pending Probe,,
Port of Grant County No. 9 (Ephrata),Port,Unknown,,portofgrantcountyno9(ephrata),Unknown,None,None
Freeman School District,School,Unknown,,freemanschooldistrict,Unknown,None,None
Mercer Island School District,School,Unknown,,mercerislandschooldistrict,Pending Probe,,
Onion Creek School District #30,School,Unknown,,onioncreekschooldistrict#30,Unknown,None,None
Port of Bremerton,Port,Kitsap,,portofbremerton,Unknown,None,None
Touchet School District #300,School,Unknown,,touchetschooldistrict#300,Unknown,None,None
Port of Friday Harbor,Port,San Juan,,portoffridayharbor,Pending Probe,,
Dixie School District,School,Unknown,,dixieschooldistrict,Unknown,None,None
Port of Kalama,Port,Cowlitz,,portofkalama,Pending Probe,,
Bellevue School District,School,Unknown,,bellevueschooldistrict,Unknown,None,None
Darrington School District,School,Unknown,,darringtonschooldistrict,Unknown,None,None
Green Mountain School District #103,School,Unknown,,greenmountainschooldistrict#103,Pending Probe,,
Coulee-Hartline School District,School,Unknown,,coulee-hartlineschooldistrict,Unknown,None,None
Sedro-Woolley School District,School,Unknown,,sedro-woolleyschooldistrict,Unknown,None,None
Castle Rock School District,School,Unknown,,castlerockschooldistrict,Unknown,None,None
Republic School District #309,School,Unknown,,republicschooldistrict#309,Unknown,None,None
Port of Olympia,Port,Thurston,,portofolympia,Unknown,None,None
Inchelium School District,School,Unknown,,incheliumschooldistrict,Pending Probe,,
Port of Grant County No. 4 (Coulee City),Port,Unknown,,portofgrantcountyno4(couleecity),Unknown,None,None
Port of Keyport,Port,Kitsap,,portofkeyport,Pending Probe,,
Monroe School District,School,Unknown,,monroeschooldistrict,Unknown,None,None
Hoquiam School District No. 28,School,Unknown,,hoquiamschooldistrictno28,Unknown,None,None
Tahoma School District No. 409,School,Unknown,,tahomaschooldistrictno409,Pending Probe,,
Othello School District,School,Unknown,,othelloschooldistrict,Unknown,None,None
Camas School District,School,Unknown,,camasschooldistrict,Pending Probe,,
Thorp School District,School,Unknown,,thorpschooldistrict,Unknown,None,None
Warden School District,School,Unknown,,wardenschooldistrict,Unknown,None,None
Port of Poulsbo,Port,Kitsap,,portofpoulsbo,Unknown,None,None
Lynden School District,School,Unknown,,lyndenschooldistrict,Pending Probe,,
Port of Vancouver,Port,Clark,,portofvancouver,Unknown,None,None
Rainier School District,School,Unknown,,rainierschooldistrict,Pending Probe,,
Garfield School District,School,Unknown,,garfieldschooldistrict,Unknown,None,None
Granger School District,School,Unknown,,grangerschooldistrict,Unknown,None,None
Port of Longview,Port,Cowlitz,,portoflongview,Pending Probe,,
McCleary School District,School,Unknown,,mcclearyschooldistrict,Unknown,None,None
Renton School District,School,Unknown,,rentonschooldistrict,Unknown,None,None
Port of Kingston,Port,Kitsap,,portofkingston,Unknown,None,None
Davenport School District,School,Unknown,,davenportschooldistrict,Unknown,None,None
Deer Park School District,School,Unknown,,deerparkschooldistrict,Unknown,None,None
Colton School District,School,Unknown,,coltonschooldistrict,Pending Probe,,
Valley School District,School,Unknown,,valleyschooldistrict,Unknown,None,None
East Valley School District No. 90,School,Unknown,,eastvalleyschooldistrictno90,Unknown,None,None
Omak School District,School,Unknown,,omakschooldistrict,Unknown,None,None
Eastmont School District,School,Unknown,,eastmontschooldistrict,Unknown,None,None
Soap Lake School District #156,School,Unknown,,soaplakeschooldistrict#156,Unknown,None,None
Winlock School District,School,Unknown,,winlockschooldistrict,Unknown,None,None
Royal School District,School,Unknown,,royalschooldistrict,Unknown,None,None
Port of Port Townsend,Port,Jefferson,,portofporttownsend,Pending Probe,,
Ellensburg School District,School,Unknown,,ellensburgschooldistrict,Unknown,None,None
Concrete School District,School,Unknown,,concreteschooldistrict,Unknown,None,None
Port of Grant County No. 2 (Royal Slope),Port,Unknown,,portofgrantcountyno2(royalslope),Unknown,None,None
Port of Clarkston,Port,Asotin,,portofclarkston,Unknown,None,None
Oroville School District,School,Unknown,,orovilleschooldistrict,Unknown,None,None
Naches Valley School District,School,Unknown,,nachesvalleyschooldistrict,Unknown,None,None
Port of Walla Walla,Port,Walla Walla,,portofwallawalla,Unknown,None,None
Port of Dewatto,Port,Mason,,portofdewatto,Unknown,None,None
Entiat School District,School,Unknown,,entiatschooldistrict,Unknown,None,None
Cascade School District,School,Unknown,,cascadeschooldistrict,Unknown,None,None
Port of Skagit County,Port,Unknown,,portofskagitcounty,Pending Probe,,
Waterville School District,School,Unknown,,watervilleschooldistrict,Unknown,None,None
Satsop School District,School,Unknown,,satsopschooldistrict,Unknown,None,None
Pateros School District,School,Unknown,,paterosschooldistrict,Unknown,None,None
West Valley School District,School,Unknown,,westvalleyschooldistrict,Unknown,None,None
Mansfield School District,School,Unknown,,mansfieldschooldistrict,Unknown,None,None
Port of Chelan County,Port,Unknown,,portofchelancounty,Pending Probe,,
Evaline School District,School,Unknown,,evalineschooldistrict,Pending Probe,,
Mead School District 354,School,Unknown,,meadschooldistrict354,Unknown,None,None
Port of Ridgefield,Port,Clark,,portofridgefield,Unknown,None,None
Bridgeport School District,School,Unknown,,bridgeportschooldistrict,Unknown,None,None
Columbia School District #206,School,Unknown,,columbiaschooldistrict#206,Unknown,None,None
Oakesdale School District #324,School,Unknown,,oakesdaleschooldistrict#324,Unknown,None,None
Port of Douglas County,Port,Unknown,,portofdouglascounty,Unknown,None,None
Port of Grapeview,Port,Mason,,portofgrapeview,Pending Probe,,
Dieringer School District,School,Unknown,,dieringerschooldistrict,Unknown,None,None
Ocean Beach School District,School,Unknown,,oceanbeachschooldistrict,Unknown,None,None
Grapeview School District,School,Unknown,,grapeviewschooldistrict,Pending Probe,,
Orchard Prairie School District No 123,School,Unknown,,orchardprairieschooldistrictno123,Unknown,None,None
Port of Pend Oreille,Port,Pend Oreille,,portofpendoreille,Unknown,None,None
Mary Walker School District,School,Unknown,,marywalkerschooldistrict,Unknown,None,None
Crescent School District,School,Unknown,,crescentschooldistrict,Unknown,None,None
Lopez Island School District,School,Unknown,,lopezislandschooldistrict,Pending Probe,,
Puyallup School District,School,Unknown,,puyallupschooldistrict,Unknown,None,None
Ephrata School District,School,Unknown,,ephrataschooldistrict,Unknown,None,None
Port of Manchester,Port,Kitsap,,portofmanchester,Unknown,None,None
Stanwood-Camano School District,School,Unknown,,stanwood-camanoschooldistrict,Unknown,None,None
Lake Stevens School District,School,Unknown,,lakestevensschooldistrict,Unknown,None,None
Port Angeles School District,School,Unknown,,portangelesschooldistrict,Unknown,None,None
Aberdeen School District,School,Unknown,,aberdeenschooldistrict,Unknown,None,None
Lacrosse School District #126,School,Unknown,,lacrosseschooldistrict#126,Unknown,None,None
Cle Elum-Roslyn School District,School,Unknown,,cleelum-roslynschooldistrict,Unknown,None,None
Port of Anacortes,Port,Skagit,,portofanacortes,Unknown,None,None
Klickitat School District,School,Unknown,,klickitatschooldistrict,Pending Probe,,
Summit Valley School District,School,Unknown,,summitvalleyschooldistrict,Unknown,None,None
Port of Peninsula,Port,Pacific,,portofpeninsula,Unknown,None,None
Centralia School District 401,School,Unknown,,centraliaschooldistrict401,Unknown,None,None
North Beach School District,School,Unknown,,northbeachschooldistrict,Unknown,None,None
Oakville School District #400,School,Unknown,,oakvilleschooldistrict#400,Pending Probe,,
St. John Endicott School District,School,Unknown,,stjohnendicottschooldistrict,Unknown,None,None
Highland School District,School,Unknown,,highlandschooldistrict,Unknown,None,None
Columbia School District,School,Unknown,,columbiaschooldistrict,Unknown,None,None
Napavine School District,School,Unknown,,napavineschooldistrict,Unknown,None,None
Selah School District,School,Unknown,,selahschooldistrict,Unknown,None,None
Moses Lake School District,School,Unknown,,moseslakeschooldistrict,Unknown,None,None
Tukwila School District,School,Unknown,,tukwilaschooldistrict,Unknown,None,None
White River School District,School,Unknown,,whiteriverschooldistrict,Pending Probe,,
Index School District,School,Unknown,,indexschooldistrict,Unknown,None,None
Kennewick School District,School,Unknown,,kennewickschooldistrict,Unknown,None,None
Port of Grant County No. 1 (Quincy),Port,Unknown,,portofgrantcountyno1(quincy),Unknown,None,None
Tekoa School District,School,Unknown,,tekoaschooldistrict,Unknown,None,None
Rochester School District,School,Unknown,,rochesterschooldistrict,Pending Probe,,
Port of Grandview,Port,Yakima,,portofgrandview,Unknown,None,None
Port of Tracyton,Port,Kitsap,,portoftracyton,Unknown,None,None
Lake Quinault School District,School,Unknown,,lakequinaultschooldistrict,Pending Probe,,
Manson School District,School,Unknown,,mansonschooldistrict,Unknown,None,None
Wishkah Valley School District,School,Unknown,,wishkahvalleyschooldistrict,Unknown,None,None
Ferndale School District,School,Unknown,,ferndaleschooldistrict,Unknown,None,None
Olympia School District,School,Unknown,,olympiaschooldistrict,Unknown,None,None
Nooksack Valley School District,School,Unknown,,nooksackvalleyschooldistrict,Unknown,None,None
Hood Canal School District,School,Unknown,,hoodcanalschooldistrict,Unknown,None,None
Colfax School District,School,Unknown,,colfaxschooldistrict,Pending Probe,,
Easton School District,School,Unknown,,eastonschooldistrict,Unknown,None,None
Willapa Valley School District,School,Unknown,,willapavalleyschooldistrict,Unknown,None,None
Peninsula School District,School,Unknown,,peninsulaschooldistrict,Unknown,None,None
Finley School District,School,Unknown,,finleyschooldistrict,Unknown,None,None
Benge School District,School,Unknown,,bengeschooldistrict,Unknown,None,None
Mary M Knight School District 311,School,Unknown,,marymknightschooldistrict311,Unknown,None,None
Mossyrock School District,School,Unknown,,mossyrockschooldistrict,Unknown,None,None
Wapato School District,School,Unknown,,wapatoschooldistrict,Unknown,None,None
Union Gap School District,School,Unknown,,uniongapschooldistrict,Unknown,None,None
Port of Waterman,Port,Kitsap,,portofwaterman,Unknown,None,None
Steptoe School District,School,Unknown,,steptoeschooldistrict,Unknown,None,None
Port of Chehalis,Port,Lewis,,portofchehalis,Unknown,None,None
Port of Othello,Port,Adams,,portofothello,Unknown,None,None
Enumclaw School District,School,Unknown,,enumclawschooldistrict,Pending Probe,,
Stevenson-Carson School District 503,School,Unknown,,stevenson-carsonschooldistrict503,Unknown,None,None
Northport School District,School,Unknown,,northportschooldistrict,Pending Probe,,
Riverview School District,School,Unknown,,riverviewschooldistrict,Unknown,None,None
North River School District #200,School,Unknown,,northriverschooldistrict#200,Unknown,None,None
Boistfort School District,School,Unknown,,boistfortschooldistrict,Unknown,None,None
Cashmere School District,School,Unknown,,cashmereschooldistrict,Unknown,None,None
Issaquah School District 411,School,Unknown,,issaquahschooldistrict411,Unknown,None,None
Port of Kahlotus,Port,Franklin,,portofkahlotus,Unknown,None,None
Orondo School District,School,Unknown,,orondoschooldistrict,Pending Probe,,
Nine Mile Falls School District,School,Unknown,,ninemilefallsschooldistrict,Unknown,None,None
Port of Coupeville,Port,Island,,portofcoupeville,Pending Probe,,
Centerville School District,School,Unknown,,centervilleschooldistrict,Unknown,None,None
Brinnon School District,School,Unknown,,brinnonschooldistrict,Unknown,None,None
Pioneer School District,School,Unknown,,pioneerschooldistrict,Unknown,None,None
Port of Everett,Port,Snohomish,,portofeverett,Unknown,None,None
Conway School District,School,Unknown,,conwayschooldistrict,Unknown,None,None
Port Townsend School District,School,Unknown,,porttownsendschooldistrict,Unknown,None,None
Carbonado Historical School District,School,Unknown,,carbonadohistoricalschooldistrict,Pending Probe,,
Southside School District,School,Unknown,,southsideschooldistrict,Unknown,None,None
Port of Tacoma,Port,Pierce,,portoftacoma,Unknown,None,None
Port of Grant County No. 8 (Warden),Port,Unknown,,portofgrantcountyno8(warden),Unknown,None,None
North Kitsap School District,School,Unknown,,northkitsapschooldistrict,Pending Probe,,
Bremerton School District,School,Unknown,,bremertonschooldistrict,Unknown,None,None
Starbuck School District,School,Unknown,,starbuckschooldistrict,Unknown,None,None
Sequim School District,School,Unknown,,sequimschooldistrict,Unknown,None,None
Coupeville School District,School,Unknown,,coupevilleschooldistrict,Custom/Unknown,https://smalltownwashington.com/things-to-do-in-coupeville-washington/,Manual Review Required
Methow Valley School District,School,Unknown,,methowvalleyschooldistrict,Unknown,None,None
Quincy School District,School,Unknown,,quincyschooldistrict,Unknown,None,None
Riverside School District,School,Unknown,,riversideschooldistrict,Unknown,None,None
Kent School District,School,Unknown,,kentschooldistrict,Pending Probe,,
Mabton School District,School,Unknown,,mabtonschooldistrict,Unknown,None,None
Edmonds School District,School,Unknown,,edmondsschooldistrict,Unknown,None,None
Hockinson School District,School,Unknown,,hockinsonschooldistrict,Unknown,None,None
Trout Lake School District,School,Unknown,,troutlakeschooldistrict,Unknown,None,None
Kelso School District,School,Unknown,,kelsoschooldistrict,Pending Probe,,
Sultan School District #311,School,Unknown,,sultanschooldistrict#311,Unknown,None,None
Taholah School District,School,Unknown,,taholahschooldistrict,Unknown,None,None
Wishram School District,School,Unknown,,wishramschooldistrict,Pending Probe,,
Onalaska School District,School,Unknown,,onalaskaschooldistrict,Pending Probe,,
Highline School District,School,Unknown,,highlineschooldistrict,Pending Probe,,
"""Palisades School District""",School,Unknown,,"""palisadesschooldistrict""",Pending Probe,,
Palouse School District,School,Unknown,,palouseschooldistrict,Pending Probe,,
Sprague School District,School,Unknown,,spragueschooldistrict,Pending Probe,,
LaConner School District,School,Unknown,,laconnerschooldistrict,Pending Probe,,
Yelm School District,School,Unknown,,yelmschooldistrict,Pending Probe,,
Shoreline School District,School,Unknown,,shorelineschooldistrict,Pending Probe,,
Oak Harbor School District,School,Unknown,,oakharborschooldistrict,Pending Probe,,
Bellingham School District,School,Unknown,,bellinghamschooldistrict,Pending Probe,,
Lamont School District,School,Unknown,,lamontschooldistrict,Pending Probe,,
Battle Ground School District,School,Unknown,,battlegroundschooldistrict,Pending Probe,,
College Place School District,School,Unknown,,collegeplaceschooldistrict,Pending Probe,,
Everett School District,School,Unknown,,everettschooldistrict,Pending Probe,,
Lind School District,School,Unknown,,lindschooldistrict,Pending Probe,,
Franklin Pierce School District,School,Unknown,,franklinpierceschooldistrict,Pending Probe,,
Washington School District (disambiguation),School,Unknown,,washingtonschooldistrict(disambiguation),Pending Probe,,
Cheney School District,School,Unknown,,cheneyschooldistrict,Pending Probe,,
Kahlotus School District,School,Unknown,,kahlotusschooldistrict,Pending Probe,,
Federal Way School District,School,Unknown,,federalwayschooldistrict,Pending Probe,,
Harrington School District,School,Unknown,,harringtonschooldistrict,Pending Probe,,
Mount Baker School District,School,Unknown,,mountbakerschooldistrict,Pending Probe,,
Walla Walla School District,School,Unknown,,wallawallaschooldistrict,Pending Probe,,
Rosalia School District,School,Unknown,,rosaliaschooldistrict,Pending Probe,,
Pe Ell School District,School,Unknown,,peellschooldistrict,Pending Probe,,
Woodland School District,School,Unknown,,woodlandschooldistrict,Pending Probe,,
Pullman School District,School,Unknown,,pullmanschooldistrict,Pending Probe,,
Evergreen School District (Clark),School,Unknown,,evergreenschooldistrict(clark),Pending Probe,,
Glenwood School District,School,Unknown,,glenwoodschooldistrict,Pending Probe,,
Saint John School District,School,Unknown,,saintjohnschooldistrict,Pending Probe,,
South Bend School District,School,Unknown,,southbendschooldistrict,Pending Probe,,
Wenatchee School District,School,Unknown,,wenatcheeschooldistrict,Pending Probe,,
Mount Pleasant School District,School,Unknown,,mountpleasantschooldistrict,Pending Probe,,
Selkirk School District,School,Unknown,,selkirkschooldistrict,Pending Probe,,
Arlington School District,School,Unknown,,arlingtonschooldistrict,Pending Probe,,
Bethel School District,School,Unknown,,bethelschooldistrict,Pending Probe,,
Ritzville School District,School,Unknown,,ritzvilleschooldistrict,Pending Probe,,
Vancouver School District,School,Unknown,,vancouverschooldistrict,Pending Probe,,
